Invoice ID,Branch,City,Customer type,Gender,Product line,Quantity,Sales,Date,Time,Payment,gross income,Rating
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,1,22.659,02-09-19,10:02,Ewallet,1.079,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,1,103.782,2/15/2019,11:21,Cash,4.942,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,6,527.751,1/23/2019,12:10,Ewallet,25.131,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,4,168.21,1/25/2019,11:40,Cash,8.01,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,10,452.865,02-02-19,18:31,Credit card,21.565,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,8,609.588,3/30/2019,17:58,Cash,29.028,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,5,338.31,3/30/2019,17:04,Cash,16.11,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,3,205.317,2/25/2019,20:35,Credit card,9.777,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,5,174.615,3/18/2019,16:10,Credit card,8.315,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,4,353.094,03-07-19,16:54,Ewallet,16.814,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,10,360.885,3/16/2019,10:11,Ewallet,17.185,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,1,40.53,1/29/2019,11:26,Ewallet,1.93,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,8,554.148,02-02-19,20:29,Cash,26.388,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,10,344.4,2/15/2019,12:12,Cash,16.4,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,5,194.985,01-08-19,13:05,Ewallet,9.285,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,10,633.99,02-12-19,16:19,Cash,30.19,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,10,388.29,01-01-19,19:48,Credit card,18.49,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,4,207.858,3/21/2019,15:25,Ewallet,9.898,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,10,431.445,2/28/2019,14:42,Cash,20.545,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,4,156.03,3/23/2019,18:59,Ewallet,7.43,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,1,24.108,1/30/2019,20:47,Cash,1.148,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,9,734.076,02-04-19,13:21,Ewallet,34.956,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,2,72.87,3/13/2019,19:48,Ewallet,3.47,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,10,206.43,3/15/2019,18:20,Credit card,9.83,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,8,212.688,03-05-19,20:24,Ewallet,10.128,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,10,127.26,03-05-19,13:44,Credit card,6.06,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,2,209.769,2/26/2019,11:48,Ewallet,9.989,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,8,637.728,3/20/2019,14:14,Cash,30.368,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,2,132.762,01-01-19,15:51,Cash,6.322,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,6,568.512,1/27/2019,11:17,Cash,27.072,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,1,103.0365,1/21/2019,17:36,Cash,4.9065,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,8,432.768,02-02-19,15:47,Cash,20.608,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,1,77.6685,02-03-19,15:53,Credit card,3.6985,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,1,33.495,01-05-19,12:40,Ewallet,1.595,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,2,145.74,1/27/2019,19:48,Ewallet,6.94,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,2,195.951,3/25/2019,17:53,Cash,9.331,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,1,92.8725,2/25/2019,16:36,Credit card,4.4225,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,8,203.112,1/28/2019,20:54,Ewallet,9.672,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,3,152.775,01-08-19,12:50,Cash,7.275,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,6,529.515,1/29/2019,10:48,Credit card,25.215,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,5,321.7725,3/29/2019,14:28,Cash,15.3225,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,6,100.485,02-09-19,17:15,Credit card,4.785,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,7,666.939,1/16/2019,18:03,Credit card,31.759,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,5,225.2775,01-05-19,17:29,Ewallet,10.7275,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,7,398.958,1/27/2019,18:05,Ewallet,18.998,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,7,731.6925,3/14/2019,12:07,Cash,34.8425,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,7,429.1665,2/23/2019,19:49,Credit card,20.4365,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,1,54.0435,3/18/2019,15:52,Ewallet,2.5735,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,5,288.015,3/29/2019,16:48,Ewallet,13.715,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,5,206.7975,1/22/2019,20:46,Credit card,9.8475,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,2,72.933,03-01-19,18:14,Ewallet,3.473,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,5,377.58,1/17/2019,15:05,Credit card,17.98,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,3,143.9865,3/26/2019,10:34,Credit card,6.8565,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,6,523.971,3/20/2019,11:23,Cash,24.951,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,6,235.872,02-06-19,13:55,Credit card,11.232,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,2,132.027,01-01-19,11:43,Cash,6.287,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,6,514.773,1/27/2019,14:36,Credit card,24.513,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,5,479.9025,2/25/2019,16:03,Ewallet,22.8525,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,4,164.682,1/16/2019,20:03,Credit card,7.842,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,2,125.706,1/13/2019,14:55,Ewallet,5.986,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,10,570.78,02-07-19,11:28,Credit card,27.18,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,9,926.9505,2/17/2019,19:41,Cash,44.1405,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,6,160.209,02-12-19,19:01,Ewallet,7.629,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,8,728.112,1/24/2019,18:04,Credit card,34.672,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,10,240.975,02-06-19,19:20,Ewallet,11.475,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,9,154.1295,3/26/2019,10:31,Ewallet,7.3395,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,5,148.68,03-11-19,13:28,Ewallet,7.08,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,7,122.5245,02-07-19,11:36,Ewallet,5.8345,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,1,77.658,01-05-19,11:32,Credit card,3.698,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,1,102.837,03-07-19,11:44,Ewallet,4.897,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,4,306.81,2/25/2019,17:16,Credit card,14.61,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,6,551.124,02-01-19,18:43,Ewallet,26.244,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,3,96.642,1/22/2019,11:00,Ewallet,4.602,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,1,79.674,01-03-19,10:30,Credit card,3.794,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,4,84.756,2/13/2019,12:14,Credit card,4.036,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,6,118.251,1/28/2019,16:43,Credit card,5.631,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,1,74.76,01-05-19,20:40,Credit card,3.56,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,4,163.002,3/19/2019,13:40,Ewallet,7.762,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,10,308.91,01-12-19,16:23,Ewallet,14.71,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,9,575.9775,01-07-19,12:08,Credit card,27.4275,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,5,270.585,1/26/2019,17:45,Cash,12.885,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,6,416.178,1/23/2019,10:28,Cash,19.818,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,3,180.4005,02-09-19,20:31,Ewallet,8.5905,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,9,513.2295,2/22/2019,10:49,Cash,24.4395,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,9,550.368,02-05-19,12:34,Cash,26.208,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,6,139.923,03-07-19,10:23,Credit card,6.663,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,7,142.002,3/25/2019,18:51,Cash,6.762,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,3,118.062,1/20/2019,13:45,Credit card,5.622,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,2,151.284,02-04-19,19:38,Cash,7.204,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,10,1034.46,1/30/2019,20:23,Ewallet,49.26,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,6,262.458,01-02-19,15:24,Ewallet,12.498,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,3,228.123,3/29/2019,16:54,Ewallet,10.863,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,9,203.931,3/14/2019,12:32,Cash,9.711,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,10,936.6,02-11-19,15:42,Credit card,44.6,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,8,356.328,1/30/2019,13:58,Ewallet,16.968,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,6,469.413,3/20/2019,15:08,Ewallet,22.353,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,2,208.425,3/20/2019,13:02,Cash,9.925,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,10,852.705,1/17/2019,13:01,Credit card,40.605,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,10,517.965,02-03-19,16:40,Credit card,24.665,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,9,621.243,01-01-19,13:55,Cash,29.583,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,7,586.971,01-10-19,10:33,Credit card,27.951,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,7,543.753,03-02-19,16:42,Ewallet,25.893,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,5,430.71,2/25/2019,17:16,Credit card,20.51,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,10,280.035,1/29/2019,11:48,Cash,13.335,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,7,74.4555,03-10-19,19:35,Ewallet,3.5455,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,2,152.019,1/13/2019,19:55,Credit card,7.239,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,5,451.0275,3/22/2019,14:33,Credit card,21.4775,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,7,597.6285,03-01-19,19:49,Ewallet,28.4585,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,4,253.26,2/20/2019,18:43,Cash,12.06,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,4,133.434,1/14/2019,14:43,Ewallet,6.354,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,4,269.934,3/26/2019,13:54,Cash,12.854,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,2,145.971,03-01-19,12:15,Ewallet,6.951,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,3,85.743,01-07-19,12:37,Cash,4.083,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,4,326.256,02-01-19,19:54,Cash,15.536,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,2,195.258,2/13/2019,15:06,Credit card,9.298,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,4,75.936,1/14/2019,18:03,Credit card,3.616,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,3,198.639,1/19/2019,15:58,Ewallet,9.459,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty,4,217.182,03-09-19,13:53,Credit card,10.342,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,3,164.871,3/27/2019,14:03,Cash,7.851,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,5,226.065,02-04-19,16:38,Ewallet,10.765,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,10,625.905,3/14/2019,11:07,Cash,29.805,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,5,76.755,03-04-19,12:23,Cash,3.655,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,6,293.139,03-03-19,10:54,Credit card,13.959,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,7,178.164,1/27/2019,17:38,Ewallet,8.484,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,1,47.859,02-07-19,14:13,Cash,2.279,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,3,236.88,02-05-19,11:51,Ewallet,11.28,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,3,304.92,3/15/2019,13:05,Cash,14.52,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,3,46.683,03-01-19,11:30,Credit card,2.223,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,3,164.43,2/15/2019,13:30,Credit card,7.83,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,9,440.937,2/17/2019,19:11,Ewallet,20.997,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,5,193.4625,1/26/2019,18:53,Cash,9.2125,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,2,147.672,3/24/2019,14:22,Ewallet,7.032,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,1,87.234,1/23/2019,17:16,Ewallet,4.154,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,1,68.2395,1/26/2019,10:06,Credit card,3.2495,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,10,814.38,3/14/2019,20:35,Ewallet,38.78,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,6,343.413,3/17/2019,13:54,Ewallet,16.353,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,7,381.3915,01-08-19,20:08,Cash,18.1615,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,4,133.35,02-08-19,15:26,Cash,6.35,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,7,394.3275,02-10-19,12:56,Ewallet,18.7775,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,4,209.118,3/28/2019,19:16,Credit card,9.958,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,1,32.1405,1/23/2019,12:20,Ewallet,1.5305,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,2,121.569,1/17/2019,10:37,Ewallet,5.789,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,1,30.408,02-07-19,10:18,Credit card,1.448,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,9,935.2665,03-09-19,11:23,Cash,44.5365,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,3,293.643,1/24/2019,11:45,Cash,13.983,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,1,84.9765,1/19/2019,16:08,Credit card,4.0465,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,10,708.225,02-03-19,11:25,Ewallet,33.725,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,9,365.904,3/20/2019,12:24,Ewallet,17.424,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,6,457.38,1/13/2019,19:51,Cash,21.78,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,5,461.5275,3/14/2019,18:10,Ewallet,21.9775,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,6,620.739,1/23/2019,11:22,Credit card,29.559,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,6,273.798,02-07-19,17:55,Ewallet,13.038,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,3,225.792,3/28/2019,15:30,Credit card,10.752,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,1,96.1905,3/20/2019,19:44,Cash,4.5805,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,7,695.2365,1/17/2019,15:27,Credit card,33.1065,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,10,874.125,01-12-19,11:25,Credit card,41.625,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,1,95.9175,2/16/2019,15:42,Cash,4.5675,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,2,165.648,1/26/2019,16:04,Cash,7.888,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,2,127.827,03-09-19,12:37,Ewallet,6.087,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,10,867.09,3/14/2019,14:41,Cash,41.29,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,3,167.895,1/25/2019,14:19,Ewallet,7.995,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,1,12.6945,1/26/2019,18:19,Credit card,0.6045,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,10,673.995,1/19/2019,14:08,Credit card,32.095,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,3,246.6765,03-05-19,16:38,Ewallet,11.7465,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,2,175.917,1/15/2019,10:54,Credit card,8.377,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,3,314.055,3/18/2019,11:29,Ewallet,14.955,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,3,251.7165,3/20/2019,19:28,Credit card,11.9865,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty,10,697.935,1/15/2019,15:01,Credit card,33.235,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,7,212.7825,03-03-19,20:31,Credit card,10.1325,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,1,48.51,3/19/2019,12:16,Cash,2.31,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,5,92.5575,03-08-19,15:27,Cash,4.4075,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,3,165.123,2/27/2019,17:36,Ewallet,7.863,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,3,311.1885,2/23/2019,20:00,Ewallet,14.8185,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,8,743.82,3/19/2019,15:29,Ewallet,35.42,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,2,116.907,3/27/2019,15:08,Ewallet,5.567,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,8,609.168,3/30/2019,19:26,Credit card,29.008,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,5,63.2625,2/16/2019,15:53,Ewallet,3.0125,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,9,182.952,1/18/2019,18:43,Ewallet,8.712,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,6,442.323,3/30/2019,14:58,Cash,21.063,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,1,35.3115,3/20/2019,19:55,Cash,1.6815,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,2,32.529,1/16/2019,15:10,Cash,1.549,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,10,259.77,2/24/2019,16:44,Cash,12.37,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,5,397.215,1/15/2019,18:22,Ewallet,18.915,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,6,351.603,1/22/2019,11:52,Cash,16.743,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,10,764.19,02-03-19,17:24,Cash,36.39,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,9,352.674,03-06-19,15:31,Ewallet,16.794,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,4,252.756,2/16/2019,18:04,Credit card,12.036,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,3,49.4235,3/14/2019,14:13,Credit card,2.3535,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,1,104.6745,2/27/2019,10:23,Credit card,4.9845,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,3,277.6725,1/18/2019,10:11,Ewallet,13.2225,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,5,146.6325,1/29/2019,15:48,Cash,6.9825,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,1,58.2225,2/26/2019,17:46,Credit card,2.7725,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,3,135.3555,02-03-19,11:46,Cash,6.4455,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,7,125.979,1/16/2019,12:07,Credit card,5.999,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,6,370.125,3/24/2019,18:14,Credit card,17.625,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,10,914.55,02-12-19,14:45,Credit card,43.55,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,2,207.48,2/21/2019,11:39,Cash,9.88,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,4,204.246,02-04-19,15:44,Ewallet,9.726,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,3,181.881,2/20/2019,13:06,Ewallet,8.661,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,4,75.474,2/23/2019,20:43,Ewallet,3.594,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,6,300.573,2/16/2019,14:19,Ewallet,14.313,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,2,85.302,1/17/2019,10:01,Credit card,4.062,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,10,588.42,1/14/2019,19:30,Ewallet,28.02,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,2,196.14,3/30/2019,16:34,Cash,9.34,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,3,231.2415,03-02-19,13:10,Ewallet,11.0115,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,8,282.576,2/15/2019,17:10,Credit card,13.456,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,10,477.54,03-01-19,10:22,Credit card,22.74,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,2,175.917,2/24/2019,19:57,Cash,8.377,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,7,470.988,2/19/2019,19:29,Credit card,22.428,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,4,308.574,2/23/2019,18:30,Cash,14.694,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,10,618.975,02-07-19,14:27,Ewallet,29.475,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,6,305.55,01-11-19,13:57,Ewallet,14.55,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,1,41.454,02-12-19,19:43,Cash,1.974,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,1,36.5505,1/14/2019,10:11,Credit card,1.7405,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,6,310.716,01-09-19,13:46,Ewallet,14.796,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,2,45.108,2/27/2019,12:22,Ewallet,2.148,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,6,145.404,1/24/2019,19:20,Ewallet,6.924,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,2,103.11,01-08-19,12:58,Credit card,4.91,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,2,136.143,01-08-19,11:59,Credit card,6.483,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,10,667.38,1/16/2019,17:59,Cash,31.78,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,2,153.048,3/13/2019,12:51,Cash,7.288,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,3,211.365,2/15/2019,10:36,Cash,10.065,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,9,663.2955,1/25/2019,13:38,Cash,31.5855,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,7,404.544,03-12-19,19:39,Ewallet,19.264,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty,10,510.615,03-04-19,12:44,Cash,24.315,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,7,539.343,02-10-19,13:56,Cash,25.683,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,9,497.07,1/16/2019,14:42,Cash,23.67,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,5,458.6925,1/29/2019,19:45,Cash,21.8425,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,4,113.568,01-01-19,20:26,Ewallet,5.408,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,4,261.198,01-06-19,19:46,Ewallet,12.438,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,9,657.531,2/19/2019,19:38,Credit card,31.311,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,10,1023.75,01-12-19,16:18,Ewallet,48.75,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,8,507.444,02-07-19,12:23,Ewallet,24.164,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,3,101.808,3/27/2019,19:11,Credit card,4.848,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,10,207.585,2/27/2019,18:57,Credit card,9.885,5
